correlation_sigma_inverse_bohr,exchange_sigma_inverse_bohr,is_geometry_derived_default,vbm_ev,cbm_ev,indirect_gap_ev,vbm_kpoint_index,cbm_kpoint_index,wall_time_seconds
0.18089485733769511,0.0,False,11.429626432113318,9.395823568625039,-2.0338028634882797,0,3,475.73191024921834
0.24119314311692686,0.0,False,11.726967877563654,9.030366451615189,-2.696601425948465,0,6,450.02906773099676
0.30149142889615854,0.0,True,11.88369037271988,8.829190423703553,-3.0544999490163267,0,5,457.37290636776015
0.36178971467539023,0.0,False,11.96633239994682,8.726356370143177,-3.2399760298036426,0,5,471.73469805018976
0.4220880004546219,0.0,False,12.014521578219826,8.664232948445575,-3.3502886297742513,0,5,488.9776569628157
