correlation_sigma_inverse_bohr,exchange_sigma_inverse_bohr,is_geometry_derived_default,vbm_ev,cbm_ev,indirect_gap_ev,vbm_kpoint_index,cbm_kpoint_index,wall_time_seconds
0.3,0.515611287713356,False,-16.5157585748342,13.087317647228867,29.603076222063066,1,0,0.662714134901762
0.4,0.515611287713356,False,-16.512093483416507,13.083729833760914,29.59582331717742,1,0,0.6212686710059643
0.515611287713356,0.515611287713356,True,-16.508737347649593,13.080444433807772,29.589181781457363,1,0,0.66587656410411
0.6,0.515611287713356,False,-16.507051326440987,13.078793938093959,29.585845264534946,1,0,0.641023869626224
0.7,0.515611287713356,False,-16.5057067490169,13.077477686922144,29.583184435939042,1,0,0.6316984323784709
