sigma_inverse_bohr,is_geometry_derived_default,vbm_ev,cbm_ev,indirect_gap_ev,wall_time_seconds
0.3,False,-12.803675725954072,13.087317647230156,25.89099337318423,3.2774934633634984
0.4,False,-14.521625707370825,13.083729833761776,27.605355541132603,3.2463678061030805
0.515611287713356,True,-16.508737347651934,13.08044443380926,29.589181781461193,3.231963549274951
0.6,False,-17.960029777360706,13.0787939380951,31.038823715455806,3.2295824643224478
0.7,False,-19.680552162647988,13.077477686923704,32.75802984957169,3.2469014758244157
